,index,X,Y,Spatial Step,Event,Time Start,Time Span,Accuracy,Motor_Status
331,11,2,4,3,SR,-0.3,0.1,0.5806451612903226,0.0
332,12,2,5,3,SR,-0.3,0.1,0.5161290322580645,1.0
333,13,2,6,3,SR,-0.3,0.1,0.5161290322580645,1.0
334,14,2,7,3,SR,-0.3,0.1,0.4193548387096774,1.0
335,15,2,8,3,SR,-0.3,0.1,0.6129032258064516,1.0
336,16,3,1,3,SR,-0.3,0.1,0.6774193548387096,0.0
337,17,3,2,3,SR,-0.3,0.1,0.5483870967741935,0.0
338,18,3,3,3,SR,-0.3,0.1,0.5161290322580645,0.0
339,19,3,4,3,SR,-0.3,0.1,0.3225806451612903,1.0
340,20,3,5,3,SR,-0.3,0.1,0.3870967741935484,1.0
341,21,3,6,3,SR,-0.3,0.1,0.4193548387096774,1.0
342,22,3,7,3,SR,-0.3,0.1,0.4516129032258064,1.0
343,23,3,8,3,SR,-0.3,0.1,0.6451612903225806,1.0
344,24,4,1,3,SR,-0.3,0.1,0.8064516129032258,0.0
345,25,4,2,3,SR,-0.3,0.1,0.4838709677419355,0.0
346,26,4,3,3,SR,-0.3,0.1,0.5483870967741935,0.0
347,27,4,4,3,SR,-0.3,0.1,0.5161290322580645,1.0
348,28,4,5,3,SR,-0.3,0.1,0.4193548387096774,1.0
349,29,4,6,3,SR,-0.3,0.1,0.3870967741935484,1.0
350,30,4,7,3,SR,-0.3,0.1,0.5161290322580645,1.0
351,31,4,8,3,SR,-0.3,0.1,0.5806451612903226,1.0
352,32,5,1,3,SR,-0.3,0.1,0.5806451612903226,0.0
353,33,5,2,3,SR,-0.3,0.1,0.4838709677419355,0.0
354,34,5,3,3,SR,-0.3,0.1,0.5161290322580645,1.0
355,35,5,4,3,SR,-0.3,0.1,0.6129032258064516,1.0
356,36,5,5,3,SR,-0.3,0.1,0.5483870967741935,1.0
357,37,5,6,3,SR,-0.3,0.1,0.4516129032258064,1.0
358,38,5,7,3,SR,-0.3,0.1,0.6129032258064516,1.0
359,39,5,8,3,SR,-0.3,0.1,0.6129032258064516,1.0
360,40,6,1,3,SR,-0.3,0.1,0.6129032258064516,0.0
361,41,6,2,3,SR,-0.3,0.1,0.6129032258064516,0.0
362,42,6,3,3,SR,-0.3,0.1,0.4516129032258064,1.0
363,43,6,4,3,SR,-0.3,0.1,0.6129032258064516,1.0
364,44,6,5,3,SR,-0.3,0.1,0.5483870967741935,1.0
365,45,6,6,3,SR,-0.3,0.1,0.4516129032258064,1.0
366,46,6,7,3,SR,-0.3,0.1,0.4193548387096774,1.0
367,47,6,8,3,SR,-0.3,0.1,0.4516129032258064,1.0
368,48,7,1,3,SR,-0.3,0.1,0.6451612903225806,0.0
369,49,7,2,3,SR,-0.3,0.1,0.4193548387096774,1.0
370,50,7,3,3,SR,-0.3,0.1,0.5806451612903226,1.0
371,51,7,4,3,SR,-0.3,0.1,0.6774193548387096,1.0
372,52,7,5,3,SR,-0.3,0.1,0.6451612903225806,1.0
373,53,7,6,3,SR,-0.3,0.1,0.4516129032258064,1.0
374,54,7,7,3,SR,-0.3,0.1,0.4516129032258064,1.0
375,55,7,8,3,SR,-0.3,0.1,0.5483870967741935,1.0
376,56,8,1,3,SR,-0.3,0.1,0.7096774193548387,0.0
377,57,8,2,3,SR,-0.3,0.1,0.6774193548387096,1.0
378,58,8,3,3,SR,-0.3,0.1,0.5806451612903226,1.0
379,59,8,4,3,SR,-0.3,0.1,0.4838709677419355,1.0
380,60,8,5,3,SR,-0.3,0.1,0.5483870967741935,1.0
381,61,8,6,3,SR,-0.3,0.1,0.4516129032258064,1.0
382,62,8,7,3,SR,-0.3,0.1,0.6129032258064516,1.0
383,63,8,8,3,SR,-0.3,0.1,0.6774193548387096,1.0
384,0,1,1,3,SR,-0.2,0.1,0.5806451612903226,0.0
385,1,1,2,3,SR,-0.2,0.1,0.4193548387096774,0.0
386,2,1,3,3,SR,-0.2,0.1,0.4838709677419355,0.0
387,3,1,4,3,SR,-0.2,0.1,0.6129032258064516,0.0
388,4,1,5,3,SR,-0.2,0.1,0.5483870967741935,1.0
389,5,1,6,3,SR,-0.2,0.1,0.7096774193548387,1.0
390,6,1,7,3,SR,-0.2,0.1,0.6451612903225806,1.0
391,7,1,8,3,SR,-0.2,0.1,0.6129032258064516,1.0
392,8,2,1,3,SR,-0.2,0.1,0.6129032258064516,0.0
393,9,2,2,3,SR,-0.2,0.1,0.6129032258064516,0.0
394,10,2,3,3,SR,-0.2,0.1,0.5806451612903226,0.0
395,11,2,4,3,SR,-0.2,0.1,0.5483870967741935,0.0
396,12,2,5,3,SR,-0.2,0.1,0.5161290322580645,1.0
397,13,2,6,3,SR,-0.2,0.1,0.6129032258064516,1.0
398,14,2,7,3,SR,-0.2,0.1,0.5806451612903226,1.0
399,15,2,8,3,SR,-0.2,0.1,0.6451612903225806,1.0
400,16,3,1,3,SR,-0.2,0.1,0.6451612903225806,0.0
401,17,3,2,3,SR,-0.2,0.1,0.5806451612903226,0.0
402,18,3,3,3,SR,-0.2,0.1,0.5161290322580645,0.0
403,19,3,4,3,SR,-0.2,0.1,0.4838709677419355,1.0
404,20,3,5,3,SR,-0.2,0.1,0.4193548387096774,1.0
405,21,3,6,3,SR,-0.2,0.1,0.6451612903225806,1.0
406,22,3,7,3,SR,-0.2,0.1,0.6129032258064516,1.0
407,23,3,8,3,SR,-0.2,0.1,0.5483870967741935,1.0
408,24,4,1,3,SR,-0.2,0.1,0.7741935483870968,0.0
409,25,4,2,3,SR,-0.2,0.1,0.6129032258064516,0.0
410,26,4,3,3,SR,-0.2,0.1,0.6451612903225806,0.0
411,27,4,4,3,SR,-0.2,0.1,0.4838709677419355,1.0
412,28,4,5,3,SR,-0.2,0.1,0.5806451612903226,1.0
413,29,4,6,3,SR,-0.2,0.1,0.5483870967741935,1.0
414,30,4,7,3,SR,-0.2,0.1,0.6129032258064516,1.0
415,31,4,8,3,SR,-0.2,0.1,0.6774193548387096,1.0
416,32,5,1,3,SR,-0.2,0.1,0.5483870967741935,0.0
417,33,5,2,3,SR,-0.2,0.1,0.6129032258064516,0.0
418,34,5,3,3,SR,-0.2,0.1,0.6129032258064516,1.0
419,35,5,4,3,SR,-0.2,0.1,0.4838709677419355,1.0
420,36,5,5,3,SR,-0.2,0.1,0.5806451612903226,1.0
421,37,5,6,3,SR,-0.2,0.1,0.5483870967741935,1.0
422,38,5,7,3,SR,-0.2,0.1,0.5161290322580645,1.0
423,39,5,8,3,SR,-0.2,0.1,0.7096774193548387,1.0
424,40,6,1,3,SR,-0.2,0.1,0.5483870967741935,0.0
425,41,6,2,3,SR,-0.2,0.1,0.6129032258064516,0.0
426,42,6,3,3,SR,-0.2,0.1,0.6129032258064516,1.0
427,43,6,4,3,SR,-0.2,0.1,0.5483870967741935,1.0
428,44,6,5,3,SR,-0.2,0.1,0.5483870967741935,1.0
429,45,6,6,3,SR,-0.2,0.1,0.5806451612903226,1.0
430,46,6,7,3,SR,-0.2,0.1,0.4838709677419355,1.0
431,47,6,8,3,SR,-0.2,0.1,0.5806451612903226,1.0
432,48,7,1,3,SR,-0.2,0.1,0.6774193548387096,0.0
433,49,7,2,3,SR,-0.2,0.1,0.5806451612903226,1.0
434,50,7,3,3,SR,-0.2,0.1,0.6774193548387096,1.0
435,51,7,4,3,SR,-0.2,0.1,0.5483870967741935,1.0
436,52,7,5,3,SR,-0.2,0.1,0.5806451612903226,1.0
437,53,7,6,3,SR,-0.2,0.1,0.4516129032258064,1.0
438,54,7,7,3,SR,-0.2,0.1,0.5161290322580645,1.0
439,55,7,8,3,SR,-0.2,0.1,0.4838709677419355,1.0
440,56,8,1,3,SR,-0.2,0.1,0.8064516129032258,0.0
441,57,8,2,3,SR,-0.2,0.1,0.6451612903225806,1.0
442,58,8,3,3,SR,-0.2,0.1,0.5483870967741935,1.0
443,59,8,4,3,SR,-0.2,0.1,0.4516129032258064,1.0
444,60,8,5,3,SR,-0.2,0.1,0.6451612903225806,1.0
445,61,8,6,3,SR,-0.2,0.1,0.5161290322580645,1.0
446,62,8,7,3,SR,-0.2,0.1,0.3548387096774194,1.0
447,63,8,8,3,SR,-0.2,0.1,0.4193548387096774,1.0
448,0,1,1,3,SR,-0.1,0.1,0.6129032258064516,0.0
449,1,1,2,3,SR,-0.1,0.1,0.4838709677419355,0.0
450,2,1,3,3,SR,-0.1,0.1,0.4516129032258064,0.0
451,3,1,4,3,SR,-0.1,0.1,0.5806451612903226,0.0
452,4,1,5,3,SR,-0.1,0.1,0.5483870967741935,1.0
453,5,1,6,3,SR,-0.1,0.1,0.4516129032258064,1.0
454,6,1,7,3,SR,-0.1,0.1,0.4516129032258064,1.0
455,7,1,8,3,SR,-0.1,0.1,0.4838709677419355,1.0
456,8,2,1,3,SR,-0.1,0.1,0.6129032258064516,0.0
457,9,2,2,3,SR,-0.1,0.1,0.5483870967741935,0.0
458,10,2,3,3,SR,-0.1,0.1,0.5483870967741935,0.0
459,11,2,4,3,SR,-0.1,0.1,0.4516129032258064,0.0
460,12,2,5,3,SR,-0.1,0.1,0.5161290322580645,1.0
461,13,2,6,3,SR,-0.1,0.1,0.6451612903225806,1.0
462,14,2,7,3,SR,-0.1,0.1,0.4838709677419355,1.0
463,15,2,8,3,SR,-0.1,0.1,0.5161290322580645,1.0
464,16,3,1,3,SR,-0.1,0.1,0.5161290322580645,0.0
465,17,3,2,3,SR,-0.1,0.1,0.5806451612903226,0.0
466,18,3,3,3,SR,-0.1,0.1,0.5161290322580645,0.0
467,19,3,4,3,SR,-0.1,0.1,0.6451612903225806,1.0
468,20,3,5,3,SR,-0.1,0.1,0.6129032258064516,1.0
469,21,3,6,3,SR,-0.1,0.1,0.5483870967741935,1.0
470,22,3,7,3,SR,-0.1,0.1,0.4838709677419355,1.0
471,23,3,8,3,SR,-0.1,0.1,0.4516129032258064,1.0
472,24,4,1,3,SR,-0.1,0.1,0.5806451612903226,0.0
473,25,4,2,3,SR,-0.1,0.1,0.5483870967741935,0.0
474,26,4,3,3,SR,-0.1,0.1,0.5806451612903226,0.0
475,27,4,4,3,SR,-0.1,0.1,0.5161290322580645,1.0
476,28,4,5,3,SR,-0.1,0.1,0.5161290322580645,1.0
477,29,4,6,3,SR,-0.1,0.1,0.6129032258064516,1.0
478,30,4,7,3,SR,-0.1,0.1,0.5161290322580645,1.0
479,31,4,8,3,SR,-0.1,0.1,0.3870967741935484,1.0
480,32,5,1,3,SR,-0.1,0.1,0.5806451612903226,0.0
481,33,5,2,3,SR,-0.1,0.1,0.6129032258064516,0.0
482,34,5,3,3,SR,-0.1,0.1,0.7096774193548387,1.0
483,35,5,4,3,SR,-0.1,0.1,0.5806451612903226,1.0
484,36,5,5,3,SR,-0.1,0.1,0.4516129032258064,1.0
485,37,5,6,3,SR,-0.1,0.1,0.3870967741935484,1.0
486,38,5,7,3,SR,-0.1,0.1,0.5483870967741935,1.0
487,39,5,8,3,SR,-0.1,0.1,0.4838709677419355,1.0
488,40,6,1,3,SR,-0.1,0.1,0.6451612903225806,0.0
489,41,6,2,3,SR,-0.1,0.1,0.4838709677419355,0.0
490,42,6,3,3,SR,-0.1,0.1,0.7096774193548387,1.0
491,43,6,4,3,SR,-0.1,0.1,0.6451612903225806,1.0
492,44,6,5,3,SR,-0.1,0.1,0.5161290322580645,1.0
493,45,6,6,3,SR,-0.1,0.1,0.5806451612903226,1.0
494,46,6,7,3,SR,-0.1,0.1,0.5483870967741935,1.0
495,47,6,8,3,SR,-0.1,0.1,0.6451612903225806,1.0
496,48,7,1,3,SR,-0.1,0.1,0.6451612903225806,0.0
497,49,7,2,3,SR,-0.1,0.1,0.6129032258064516,1.0
498,50,7,3,3,SR,-0.1,0.1,0.6451612903225806,1.0
499,51,7,4,3,SR,-0.1,0.1,0.5483870967741935,1.0
500,52,7,5,3,SR,-0.1,0.1,0.3870967741935484,1.0
501,53,7,6,3,SR,-0.1,0.1,0.5161290322580645,1.0
502,54,7,7,3,SR,-0.1,0.1,0.5483870967741935,1.0
503,55,7,8,3,SR,-0.1,0.1,0.5161290322580645,1.0
504,56,8,1,3,SR,-0.1,0.1,0.7419354838709677,0.0
505,57,8,2,3,SR,-0.1,0.1,0.5161290322580645,1.0
506,58,8,3,3,SR,-0.1,0.1,0.5161290322580645,1.0
507,59,8,4,3,SR,-0.1,0.1,0.6129032258064516,1.0
508,60,8,5,3,SR,-0.1,0.1,0.6129032258064516,1.0
509,61,8,6,3,SR,-0.1,0.1,0.7096774193548387,1.0
510,62,8,7,3,SR,-0.1,0.1,0.6451612903225806,1.0
511,63,8,8,3,SR,-0.1,0.1,0.6451612903225806,1.0
512,0,1,1,3,SR,0.0,0.1,0.4838709677419355,0.0
513,1,1,2,3,SR,0.0,0.1,0.4193548387096774,0.0
514,2,1,3,3,SR,0.0,0.1,0.5483870967741935,0.0
515,3,1,4,3,SR,0.0,0.1,0.6129032258064516,0.0
516,4,1,5,3,SR,0.0,0.1,0.6451612903225806,1.0
517,5,1,6,3,SR,0.0,0.1,0.6451612903225806,1.0
518,6,1,7,3,SR,0.0,0.1,0.6451612903225806,1.0
519,7,1,8,3,SR,0.0,0.1,0.6129032258064516,1.0
520,8,2,1,3,SR,0.0,0.1,0.5483870967741935,0.0
521,9,2,2,3,SR,0.0,0.1,0.6129032258064516,0.0
522,10,2,3,3,SR,0.0,0.1,0.7419354838709677,0.0
523,11,2,4,3,SR,0.0,0.1,0.6451612903225806,0.0
524,12,2,5,3,SR,0.0,0.1,0.7096774193548387,1.0
525,13,2,6,3,SR,0.0,0.1,0.5483870967741935,1.0
526,14,2,7,3,SR,0.0,0.1,0.7096774193548387,1.0
527,15,2,8,3,SR,0.0,0.1,0.5161290322580645,1.0
528,16,3,1,3,SR,0.0,0.1,0.6129032258064516,0.0
529,17,3,2,3,SR,0.0,0.1,0.6129032258064516,0.0
530,18,3,3,3,SR,0.0,0.1,0.6774193548387096,0.0
531,19,3,4,3,SR,0.0,0.1,0.6129032258064516,1.0
532,20,3,5,3,SR,0.0,0.1,0.6451612903225806,1.0
533,21,3,6,3,SR,0.0,0.1,0.5161290322580645,1.0
534,22,3,7,3,SR,0.0,0.1,0.6774193548387096,1.0
535,23,3,8,3,SR,0.0,0.1,0.5483870967741935,1.0
536,24,4,1,3,SR,0.0,0.1,0.5483870967741935,0.0
537,25,4,2,3,SR,0.0,0.1,0.6451612903225806,0.0
538,26,4,3,3,SR,0.0,0.1,0.5806451612903226,0.0
539,27,4,4,3,SR,0.0,0.1,0.6774193548387096,1.0
540,28,4,5,3,SR,0.0,0.1,0.6129032258064516,1.0
541,29,4,6,3,SR,0.0,0.1,0.7419354838709677,1.0
542,30,4,7,3,SR,0.0,0.1,0.6774193548387096,1.0
543,31,4,8,3,SR,0.0,0.1,0.6451612903225806,1.0
544,32,5,1,3,SR,0.0,0.1,0.7741935483870968,0.0
545,33,5,2,3,SR,0.0,0.1,0.7741935483870968,0.0
546,34,5,3,3,SR,0.0,0.1,0.6774193548387096,1.0
547,35,5,4,3,SR,0.0,0.1,0.6774193548387096,1.0
548,36,5,5,3,SR,0.0,0.1,0.7741935483870968,1.0
549,37,5,6,3,SR,0.0,0.1,0.5161290322580645,1.0
550,38,5,7,3,SR,0.0,0.1,0.6129032258064516,1.0
551,39,5,8,3,SR,0.0,0.1,0.6774193548387096,1.0
552,40,6,1,3,SR,0.0,0.1,0.7741935483870968,0.0
553,41,6,2,3,SR,0.0,0.1,0.7096774193548387,0.0
554,42,6,3,3,SR,0.0,0.1,0.6451612903225806,1.0
555,43,6,4,3,SR,0.0,0.1,0.7096774193548387,1.0
556,44,6,5,3,SR,0.0,0.1,0.7096774193548387,1.0
557,45,6,6,3,SR,0.0,0.1,0.5806451612903226,1.0
558,46,6,7,3,SR,0.0,0.1,0.5483870967741935,1.0
559,47,6,8,3,SR,0.0,0.1,0.6774193548387096,1.0
560,48,7,1,3,SR,0.0,0.1,0.8709677419354839,0.0
561,49,7,2,3,SR,0.0,0.1,0.8709677419354839,1.0
562,50,7,3,3,SR,0.0,0.1,0.7741935483870968,1.0
563,51,7,4,3,SR,0.0,0.1,0.6774193548387096,1.0
564,52,7,5,3,SR,0.0,0.1,0.6451612903225806,1.0
565,53,7,6,3,SR,0.0,0.1,0.5483870967741935,1.0
566,54,7,7,3,SR,0.0,0.1,0.6774193548387096,1.0
567,55,7,8,3,SR,0.0,0.1,0.7419354838709677,1.0
568,56,8,1,3,SR,0.0,0.1,0.8709677419354839,0.0
569,57,8,2,3,SR,0.0,0.1,0.7096774193548387,1.0
570,58,8,3,3,SR,0.0,0.1,0.6129032258064516,1.0
571,59,8,4,3,SR,0.0,0.1,0.7419354838709677,1.0
572,60,8,5,3,SR,0.0,0.1,0.8709677419354839,1.0
573,61,8,6,3,SR,0.0,0.1,0.8064516129032258,1.0
574,62,8,7,3,SR,0.0,0.1,0.8064516129032258,1.0
575,63,8,8,3,SR,0.0,0.1,0.7096774193548387,1.0
576,0,1,1,3,SR,0.1,0.1,0.5483870967741935,0.0
577,1,1,2,3,SR,0.1,0.1,0.4516129032258064,0.0
578,2,1,3,3,SR,0.1,0.1,0.5806451612903226,0.0
579,3,1,4,3,SR,0.1,0.1,0.6129032258064516,0.0
580,4,1,5,3,SR,0.1,0.1,0.5483870967741935,1.0
581,5,1,6,3,SR,0.1,0.1,0.5161290322580645,1.0
582,6,1,7,3,SR,0.1,0.1,0.7419354838709677,1.0
583,7,1,8,3,SR,0.1,0.1,0.7096774193548387,1.0
584,8,2,1,3,SR,0.1,0.1,0.5161290322580645,0.0
585,9,2,2,3,SR,0.1,0.1,0.6129032258064516,0.0
586,10,2,3,3,SR,0.1,0.1,0.6451612903225806,0.0
587,11,2,4,3,SR,0.1,0.1,0.5806451612903226,0.0
588,12,2,5,3,SR,0.1,0.1,0.6451612903225806,1.0
589,13,2,6,3,SR,0.1,0.1,0.4516129032258064,1.0
590,14,2,7,3,SR,0.1,0.1,0.6129032258064516,1.0
591,15,2,8,3,SR,0.1,0.1,0.6774193548387096,1.0
592,16,3,1,3,SR,0.1,0.1,0.5161290322580645,0.0
593,17,3,2,3,SR,0.1,0.1,0.7096774193548387,0.0
594,18,3,3,3,SR,0.1,0.1,0.7419354838709677,0.0
595,19,3,4,3,SR,0.1,0.1,0.6129032258064516,1.0
596,20,3,5,3,SR,0.1,0.1,0.6451612903225806,1.0
597,21,3,6,3,SR,0.1,0.1,0.4193548387096774,1.0
598,22,3,7,3,SR,0.1,0.1,0.6774193548387096,1.0
599,23,3,8,3,SR,0.1,0.1,0.7096774193548387,1.0
600,24,4,1,3,SR,0.1,0.1,0.6451612903225806,0.0
601,25,4,2,3,SR,0.1,0.1,0.6774193548387096,0.0
602,26,4,3,3,SR,0.1,0.1,0.7741935483870968,0.0
603,27,4,4,3,SR,0.1,0.1,0.6774193548387096,1.0
604,28,4,5,3,SR,0.1,0.1,0.6774193548387096,1.0
605,29,4,6,3,SR,0.1,0.1,0.5161290322580645,1.0
606,30,4,7,3,SR,0.1,0.1,0.6774193548387096,1.0
607,31,4,8,3,SR,0.1,0.1,0.6774193548387096,1.0
608,32,5,1,3,SR,0.1,0.1,0.7096774193548387,0.0
609,33,5,2,3,SR,0.1,0.1,0.6774193548387096,0.0
610,34,5,3,3,SR,0.1,0.1,0.6774193548387096,1.0
611,35,5,4,3,SR,0.1,0.1,0.5483870967741935,1.0
612,36,5,5,3,SR,0.1,0.1,0.6451612903225806,1.0
613,37,5,6,3,SR,0.1,0.1,0.5806451612903226,1.0
614,38,5,7,3,SR,0.1,0.1,0.6129032258064516,1.0
615,39,5,8,3,SR,0.1,0.1,0.6451612903225806,1.0
616,40,6,1,3,SR,0.1,0.1,0.7419354838709677,0.0
617,41,6,2,3,SR,0.1,0.1,0.7419354838709677,0.0
618,42,6,3,3,SR,0.1,0.1,0.6774193548387096,1.0
619,43,6,4,3,SR,0.1,0.1,0.5161290322580645,1.0
620,44,6,5,3,SR,0.1,0.1,0.6451612903225806,1.0
621,45,6,6,3,SR,0.1,0.1,0.6129032258064516,1.0
622,46,6,7,3,SR,0.1,0.1,0.6774193548387096,1.0
623,47,6,8,3,SR,0.1,0.1,0.8064516129032258,1.0
624,48,7,1,3,SR,0.1,0.1,0.8387096774193549,0.0
625,49,7,2,3,SR,0.1,0.1,0.7419354838709677,1.0
626,50,7,3,3,SR,0.1,0.1,0.6774193548387096,1.0
627,51,7,4,3,SR,0.1,0.1,0.5483870967741935,1.0
628,52,7,5,3,SR,0.1,0.1,0.5483870967741935,1.0
629,53,7,6,3,SR,0.1,0.1,0.8387096774193549,1.0
630,54,7,7,3,SR,0.1,0.1,0.8709677419354839,1.0
631,55,7,8,3,SR,0.1,0.1,0.8709677419354839,1.0
632,56,8,1,3,SR,0.1,0.1,0.7741935483870968,0.0
633,57,8,2,3,SR,0.1,0.1,0.8709677419354839,1.0
634,58,8,3,3,SR,0.1,0.1,0.7096774193548387,1.0
635,59,8,4,3,SR,0.1,0.1,0.8709677419354839,1.0
636,60,8,5,3,SR,0.1,0.1,0.8387096774193549,1.0
637,61,8,6,3,SR,0.1,0.1,0.8709677419354839,1.0
638,62,8,7,3,SR,0.1,0.1,0.7741935483870968,1.0
639,63,8,8,3,SR,0.1,0.1,0.8709677419354839,1.0
640,0,1,1,3,SR,0.2,0.1,0.7096774193548387,0.0
641,1,1,2,3,SR,0.2,0.1,0.6129032258064516,0.0
642,2,1,3,3,SR,0.2,0.1,0.6129032258064516,0.0
643,3,1,4,3,SR,0.2,0.1,0.5806451612903226,0.0
644,4,1,5,3,SR,0.2,0.1,0.6129032258064516,1.0
645,5,1,6,3,SR,0.2,0.1,0.6774193548387096,1.0
646,6,1,7,3,SR,0.2,0.1,0.7096774193548387,1.0
647,7,1,8,3,SR,0.2,0.1,0.6451612903225806,1.0
648,8,2,1,3,SR,0.2,0.1,0.6451612903225806,0.0
649,9,2,2,3,SR,0.2,0.1,0.6774193548387096,0.0
650,10,2,3,3,SR,0.2,0.1,0.6129032258064516,0.0
651,11,2,4,3,SR,0.2,0.1,0.5483870967741935,0.0
652,12,2,5,3,SR,0.2,0.1,0.6451612903225806,1.0
653,13,2,6,3,SR,0.2,0.1,0.5483870967741935,1.0
654,14,2,7,3,SR,0.2,0.1,0.6451612903225806,1.0
655,15,2,8,3,SR,0.2,0.1,0.6774193548387096,1.0
656,16,3,1,3,SR,0.2,0.1,0.5806451612903226,0.0
657,17,3,2,3,SR,0.2,0.1,0.6129032258064516,0.0
658,18,3,3,3,SR,0.2,0.1,0.5483870967741935,0.0
659,19,3,4,3,SR,0.2,0.1,0.6451612903225806,1.0
660,20,3,5,3,SR,0.2,0.1,0.7419354838709677,1.0
661,21,3,6,3,SR,0.2,0.1,0.7096774193548387,1.0
662,22,3,7,3,SR,0.2,0.1,0.7096774193548387,1.0
663,23,3,8,3,SR,0.2,0.1,0.7741935483870968,1.0
